TINDAK SEQUENCE NUMBER,NEGERI,TAHUN,Jenis Undi,Kod Parlimen,Nama Parlimen,Kod DUN,Nama DUN,KOD DM,Nama Daerah Mengundi,Nama Pusat Mengundi,Nombor Tempat Mengundi,Jumlah Kertas Undi Yang Patut Berada Di Dalam Peti Undi (A),PR,PR_CALON,PR_UNDI,BN,BN_CALON,BN_UNDI,LAIN1,LAIN_CALON,LAIN1_UNDI,Jumlah Undian Oleh Pemilih,Bilangan Kertas Undi Yang Ditolak (C),Jumlah Kertas Undi Yang Dikeluarkan Kepada Pengundi Tetapi Tidak Dimasukkan Ke Dalam Peti Undi(D)
980,KEDAH,2008,UNDI BIASA,012,JERAI,21,GUAR CHEMPEDAK,012/21/07,KUALA YAN KECHIL,SEKOLAH MENENGAH AGAMA FAUZI YAN KECHIL,2,342,PAS,UST. FIRDAUS B. JAAFAR,153,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,185,,,,338,4,0
981,KEDAH,2008,UNDI BIASA,012,JERAI,21,GUAR CHEMPEDAK,012/21/08,PEKAN SUNGAI YAN,SEKOLAH KEBANGSAAN YAN KECHIL,1,264,PAS,UST. FIRDAUS B. JAAFAR,112,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,147,,,,259,5,0
982,KEDAH,2008,UNDI BIASA,012,JERAI,21,GUAR CHEMPEDAK,012/21/08,PEKAN SUNGAI YAN,SEKOLAH KEBANGSAAN YAN KECHIL,2,450,PAS,UST. FIRDAUS B. JAAFAR,199,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,246,,,,445,5,0
983,KEDAH,2008,UNDI BIASA,012,JERAI,21,GUAR CHEMPEDAK,012/21/08,PEKAN SUNGAI YAN,SEKOLAH KEBANGSAAN YAN KECHIL,3,375,PAS,UST. FIRDAUS B. JAAFAR,180,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,193,,,,373,2,0
984,KEDAH,2008,UNDI BIASA,012,JERAI,21,GUAR CHEMPEDAK,012/21/09,SUNGAI UDANG,SEKOLAH KEBANGSAAN KAMPONG PAUH YAN,1,306,PAS,UST. FIRDAUS B. JAAFAR,135,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,165,,,,300,6,0
985,KEDAH,2008,UNDI BIASA,012,JERAI,21,GUAR CHEMPEDAK,012/21/09,SUNGAI UDANG,SEKOLAH KEBANGSAAN KAMPONG PAUH YAN,2,334,PAS,UST. FIRDAUS B. JAAFAR,109,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,221,,,,330,4,0
986,KEDAH,2008,UNDI BIASA,012,JERAI,21,GUAR CHEMPEDAK,012/21/09,SUNGAI UDANG,SEKOLAH KEBANGSAAN KAMPONG PAUH YAN,3,309,PAS,UST. FIRDAUS B. JAAFAR,84,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,225,,,,309,0,0
987,KEDAH,2008,UNDI BIASA,012,JERAI,21,GUAR CHEMPEDAK,012/21/10,SINGKIR DARAT,SEKOLAH KEBANGSAAN SINGKIR BEDONG,1,282,PAS,UST. FIRDAUS B. JAAFAR,117,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,159,,,,276,6,0
988,KEDAH,2008,UNDI BIASA,012,JERAI,21,GUAR CHEMPEDAK,012/21/10,SINGKIR DARAT,SEKOLAH KEBANGSAAN SINGKIR BEDONG,2,381,PAS,UST. FIRDAUS B. JAAFAR,189,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,189,,,,378,3,0
989,KEDAH,2008,UNDI BIASA,012,JERAI,21,GUAR CHEMPEDAK,012/21/10,SINGKIR DARAT,SEKOLAH KEBANGSAAN SINGKIR BEDONG,3,353,PAS,UST. FIRDAUS B. JAAFAR,222,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,127,,,,349,4,0
990,KEDAH,2008,UNDI BIASA,012,JERAI,21,GUAR CHEMPEDAK,012/21/11,KAMPUNG ACHEH,MAKTAB MAHMUD (CAWANGAN YAN) KAMPUNG ACHEH,1,364,PAS,UST. FIRDAUS B. JAAFAR,97,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,254,,,,351,13,0
991,KEDAH,2008,UNDI BIASA,012,JERAI,21,GUAR CHEMPEDAK,012/21/11,KAMPUNG ACHEH,MAKTAB MAHMUD (CAWANGAN YAN) KAMPUNG ACHEH,2,472,PAS,UST. FIRDAUS B. JAAFAR,171,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,296,,,,467,5,0
992,KEDAH,2008,UNDI BIASA,012,JERAI,21,GUAR CHEMPEDAK,012/21/12,LUBOK BUOY,SEKOLAH KEBANGSAAN HAJI NYAK GAM YAN,1,282,PAS,UST. FIRDAUS B. JAAFAR,69,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,209,,,,278,4,0
993,KEDAH,2008,UNDI BIASA,012,JERAI,21,GUAR CHEMPEDAK,012/21/12,LUBOK BUOY,SEKOLAH KEBANGSAAN HAJI NYAK GAM YAN,2,265,PAS,UST. FIRDAUS B. JAAFAR,95,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,168,,,,263,2,0
994,KEDAH,2008,UNDI BIASA,012,JERAI,21,GUAR CHEMPEDAK,012/21/13,PEKAN YAN,SEKOLAH KEBANGSAAN LANGKASUKA YAN,1,263,PAS,UST. FIRDAUS B. JAAFAR,70,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,185,,,,255,8,0
995,KEDAH,2008,UNDI BIASA,012,JERAI,21,GUAR CHEMPEDAK,012/21/13,PEKAN YAN,SEKOLAH KEBANGSAAN LANGKASUKA YAN,2,472,PAS,UST. FIRDAUS B. JAAFAR,143,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,323,,,,466,6,0
996,KEDAH,2008,UNDI BIASA,012,JERAI,21,GUAR CHEMPEDAK,012/21/13,PEKAN YAN,SEKOLAH KEBANGSAAN LANGKASUKA YAN,3,448,PAS,UST. FIRDAUS B. JAAFAR,154,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,292,,,,446,2,0
997,KEDAH,2008,UNDI BIASA,012,JERAI,21,GUAR CHEMPEDAK,012/21/14,SUNGAI RAGA,SEKOLAH JENIS KEBANGSAAN (CHINA) YORK KHOON YAN,1,302,PAS,UST. FIRDAUS B. JAAFAR,111,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,179,,,,290,12,0
998,KEDAH,2008,UNDI BIASA,012,JERAI,21,GUAR CHEMPEDAK,012/21/14,SUNGAI RAGA,SEKOLAH JENIS KEBANGSAAN (CHINA) YORK KHOON YAN,2,375,PAS,UST. FIRDAUS B. JAAFAR,158,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,215,,,,373,2,0
999,KEDAH,2008,UNDI BIASA,012,JERAI,21,GUAR CHEMPEDAK,012/21/15,RUAT,SEKOLAH KEBANGSAAN TOK MAT SALLEH RUAT,1,533,PAS,UST. FIRDAUS B. JAAFAR,210,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,315,,,,525,8,0
1000,KEDAH,2008,UNDI BIASA,012,JERAI,21,GUAR CHEMPEDAK,012/21/16,SINGKIR LAUT,TAMAN BIMBINGAN KANAK-KANAK (TBK) SINGKIR LAUT,1,530,PAS,UST. FIRDAUS B. JAAFAR,240,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,280,,,,520,10,0
1001,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/01,PEKAN JENIANG,SEKOLAH MENENGAH KEBANGSAAN TUNKU SULONG JENIANG,1,238,PAS,UST. FIRDAUS B. JAAFAR,110,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,117,,,,227,11,0
1002,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/01,PEKAN JENIANG,SEKOLAH MENENGAH KEBANGSAAN TUNKU SULONG JENIANG,2,292,PAS,UST. FIRDAUS B. JAAFAR,177,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,112,,,,289,3,0
1003,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/02,KAMPUNG JENIANG,SEKOLAH KEBANGSAAN JENIANG (PUSAT),1,476,PAS,UST. FIRDAUS B. JAAFAR,214,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,245,,,,459,17,0
1004,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/03,BATU SEPULOH,SEKOLAH JENIS KEBANGSAAN (CHINA) JENIANG,1,290,PAS,UST. FIRDAUS B. JAAFAR,99,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,178,,,,277,13,0
1005,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/03,BATU SEPULOH,SEKOLAH JENIS KEBANGSAAN (CHINA) JENIANG,2,319,PAS,UST. FIRDAUS B. JAAFAR,127,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,182,,,,309,10,0
1006,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/03,BATU SEPULOH,SEKOLAH JENIS KEBANGSAAN (CHINA) JENIANG,3,280,PAS,UST. FIRDAUS B. JAAFAR,119,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,160,,,,279,1,0
1007,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/04,BATU 9,SEKOLAH KEBANGSAAN JENIANG (PUSAT),2,491,PAS,UST. FIRDAUS B. JAAFAR,146,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,330,,,,476,15,0
1008,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/05,PADANG LEMBU,SEKOLAH JENIS KEBANGSAAN (CHINA) MAH WAH PADANG LEMBU,1,253,PAS,UST. FIRDAUS B. JAAFAR,125,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,87,,,,212,41,0
1009,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/05,PADANG LEMBU,SEKOLAH JENIS KEBANGSAAN (CHINA) MAH WAH PADANG LEMBU,2,533,PAS,UST. FIRDAUS B. JAAFAR,304,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,198,,,,502,31,0
1010,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/05,PADANG LEMBU,SEKOLAH JENIS KEBANGSAAN (CHINA) MAH WAH PADANG LEMBU,3,472,PAS,UST. FIRDAUS B. JAAFAR,279,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,183,,,,462,10,0
1011,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/05,PADANG LEMBU,SEKOLAH JENIS KEBANGSAAN (CHINA) MAH WAH PADANG LEMBU,4,437,PAS,UST. FIRDAUS B. JAAFAR,268,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,152,,,,420,17,0
1012,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/06,SUNGAI ROTAN,SEKOLAH MENENGAH KEBANGSAAN GUAR CHEMPEDAK,1,258,PAS,UST. FIRDAUS B. JAAFAR,100,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,155,,,,255,3,0
1013,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/07,GURUN,SEKOLAH KEBANGSAAN GURUN (PUSAT),1,277,PAS,UST. FIRDAUS B. JAAFAR,74,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,184,,,,258,19,0
1014,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/07,GURUN,SEKOLAH KEBANGSAAN GURUN (PUSAT),2,316,PAS,UST. FIRDAUS B. JAAFAR,164,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,148,,,,312,4,0
1015,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/08,PULAU CHENGAI,SEKOLAH KEBANGSAAN GURUN (PUSAT),3,349,PAS,UST. FIRDAUS B. JAAFAR,145,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,183,,,,328,21,0
1016,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/08,PULAU CHENGAI,SEKOLAH KEBANGSAAN GURUN (PUSAT),4,470,PAS,UST. FIRDAUS B. JAAFAR,237,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,223,,,,460,10,0
1017,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/09,BONGKOK GURUN,SEKOLAH KEBANGSAAN BATU EMPAT JALAN JENIANG,1,372,PAS,UST. FIRDAUS B. JAAFAR,116,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,236,,,,352,20,0
1018,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/09,BONGKOK GURUN,SEKOLAH KEBANGSAAN BATU EMPAT JALAN JENIANG,2,465,PAS,UST. FIRDAUS B. JAAFAR,181,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,281,,,,462,3,0
1019,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/10,PEKAN GURUN,SEKOLAH JENIS KEBANGSAAN (CHINA) CHOONG HWA GURUN,1,244,PAS,UST. FIRDAUS B. JAAFAR,113,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,113,,,,226,18,0
1020,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/10,PEKAN GURUN,SEKOLAH JENIS KEBANGSAAN (CHINA) CHOONG HWA GURUN,2,465,PAS,UST. FIRDAUS B. JAAFAR,244,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,213,,,,457,8,0
1021,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/10,PEKAN GURUN,SEKOLAH JENIS KEBANGSAAN (CHINA) CHOONG HWA GURUN,3,454,PAS,UST. FIRDAUS B. JAAFAR,267,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,180,,,,447,7,0
1022,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/10,PEKAN GURUN,SEKOLAH JENIS KEBANGSAAN (CHINA) CHOONG HWA GURUN,4,401,PAS,UST. FIRDAUS B. JAAFAR,278,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,118,,,,396,5,0
1023,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/10,PEKAN GURUN,SEKOLAH JENIS KEBANGSAAN (CHINA) CHOONG HWA GURUN,5,385,PAS,UST. FIRDAUS B. JAAFAR,223,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,153,,,,376,9,0
1024,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/11,PEKAN BARU GURUN,SEKOLAH KEBANGSAAN SERI JERAI GURUN,1,267,PAS,UST. FIRDAUS B. JAAFAR,141,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,108,,,,249,18,0
1025,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/11,PEKAN BARU GURUN,SEKOLAH KEBANGSAAN SERI JERAI GURUN,2,433,PAS,UST. FIRDAUS B. JAAFAR,265,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,154,,,,419,14,0
1026,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/11,PEKAN BARU GURUN,SEKOLAH KEBANGSAAN SERI JERAI GURUN,3,370,PAS,UST. FIRDAUS B. JAAFAR,253,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,114,,,,367,3,0
1027,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/12,KAMPONG GURUN,SEKOLAH MENENGAH AGAMA PEKAN GURUN,1,235,PAS,UST. FIRDAUS B. JAAFAR,79,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,146,,,,225,10,0
1028,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/12,KAMPONG GURUN,SEKOLAH MENENGAH AGAMA PEKAN GURUN,2,423,PAS,UST. FIRDAUS B. JAAFAR,190,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,227,,,,417,6,0
1029,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/12,KAMPONG GURUN,SEKOLAH MENENGAH AGAMA PEKAN GURUN,3,393,PAS,UST. FIRDAUS B. JAAFAR,180,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,208,,,,388,5,0
1030,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/13,TAMAN SRI JERAI,SEKOLAH MENENGAH KEBANGSAAN GURUN,1,264,PAS,UST. FIRDAUS B. JAAFAR,121,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,130,,,,251,13,0
1031,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/13,TAMAN SRI JERAI,SEKOLAH MENENGAH KEBANGSAAN GURUN,2,525,PAS,UST. FIRDAUS B. JAAFAR,267,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,245,,,,512,13,0
1032,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/13,TAMAN SRI JERAI,SEKOLAH MENENGAH KEBANGSAAN GURUN,3,492,PAS,UST. FIRDAUS B. JAAFAR,270,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,217,,,,487,5,0
1033,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/14,LADANG JERAI,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG HARVARD BAHAGIAN 1 BEDONG,1,230,PAS,UST. FIRDAUS B. JAAFAR,150,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,67,,,,217,13,0
1034,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/14,LADANG JERAI,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG HARVARD BAHAGIAN 1 BEDONG,2,290,PAS,UST. FIRDAUS B. JAAFAR,189,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,85,,,,274,16,0
1035,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/14,LADANG JERAI,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG HARVARD BAHAGIAN 1 BEDONG,3,271,PAS,UST. FIRDAUS B. JAAFAR,201,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,59,,,,260,11,0
1036,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/15,SUNGAI PUNTAR,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SUNGAI PUNTAR,1,430,PAS,UST. FIRDAUS B. JAAFAR,237,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,167,,,,404,26,0
1037,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/16,SUNGAI TOK PAWANG,SEKOLAH KEBANGSAAN SUNGAI TOK PAWANG BEDONG,1,261,PAS,UST. FIRDAUS B. JAAFAR,112,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,141,,,,253,8,0
1038,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/16,SUNGAI TOK PAWANG,SEKOLAH KEBANGSAAN SUNGAI TOK PAWANG BEDONG,2,345,PAS,UST. FIRDAUS B. JAAFAR,185,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,148,,,,333,12,0
1039,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/16,SUNGAI TOK PAWANG,SEKOLAH KEBANGSAAN SUNGAI TOK PAWANG BEDONG,3,301,PAS,UST. FIRDAUS B. JAAFAR,139,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,156,,,,295,6,0
1040,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/17,KAMPUNG MESJID,SEKOLAH KEBANGSAAN BEDONG,1,248,PAS,UST. FIRDAUS B. JAAFAR,92,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,144,,,,236,12,0
1041,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/17,KAMPUNG MESJID,SEKOLAH KEBANGSAAN BEDONG,2,405,PAS,UST. FIRDAUS B. JAAFAR,203,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,190,,,,393,12,0
1042,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/17,KAMPUNG MESJID,SEKOLAH KEBANGSAAN BEDONG,3,363,PAS,UST. FIRDAUS B. JAAFAR,233,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,123,,,,356,7,0
1043,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/17,KAMPUNG MESJID,SEKOLAH KEBANGSAAN BEDONG,4,357,PAS,UST. FIRDAUS B. JAAFAR,207,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,147,,,,354,3,0
1044,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/18,BEDONG,SEKOLAH MENENGAH KEBANGSAAN BEDONG,1,230,PAS,UST. FIRDAUS B. JAAFAR,109,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,109,,,,218,12,0
1045,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/18,BEDONG,SEKOLAH MENENGAH KEBANGSAAN BEDONG,2,330,PAS,UST. FIRDAUS B. JAAFAR,189,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,139,,,,328,2,0
1046,KEDAH,2008,UNDI BIASA,012,JERAI,22,GURUN,012/22/18,BEDONG,SEKOLAH MENENGAH KEBANGSAAN BEDONG,3,318,PAS,UST. FIRDAUS B. JAAFAR,205,UMNO,DATO' PADUKA HJ. BADRUDDIN BIN AMIRULDIN,113,,,,318,0,0
1047,KEDAH,2008,UNDI POS,013,SIK,UNDI POS,UNDI POS,013/UNDI POS,UNDI POS,UNDI POS,0,1289,PAS,CIKGU UDA,149,UMNO,DATO' HJ. OTHMAN BIN DESA,1042,,,,1191,59,39
1048,KEDAH,2008,UNDI BIASA,013,SIK,23,BELANTEK,013/23/01,KOTA AUR,SEKOLAH KEBANGSAAN KOTA AUR,1,460,PAS,CIKGU UDA,240,UMNO,DATO' HJ. OTHMAN BIN DESA,215,,,,455,5,0
1049,KEDAH,2008,UNDI BIASA,013,SIK,23,BELANTEK,013/23/02,BELANTEK,SEKOLAH KEBANGSAAN SERI AMPANG MUDA KAMPUNG BELANTEK,1,301,PAS,CIKGU UDA,127,UMNO,DATO' HJ. OTHMAN BIN DESA,165,,,,292,9,0
1050,KEDAH,2008,UNDI BIASA,013,SIK,23,BELANTEK,013/23/02,BELANTEK,SEKOLAH KEBANGSAAN SERI AMPANG MUDA KAMPUNG BELANTEK,2,543,PAS,CIKGU UDA,239,UMNO,DATO' HJ. OTHMAN BIN DESA,296,,,,535,8,0
1051,KEDAH,2008,UNDI BIASA,013,SIK,23,BELANTEK,013/23/02,BELANTEK,SEKOLAH KEBANGSAAN SERI AMPANG MUDA KAMPUNG BELANTEK,3,516,PAS,CIKGU UDA,260,UMNO,DATO' HJ. OTHMAN BIN DESA,250,,,,510,6,0
1052,KEDAH,2008,UNDI BIASA,013,SIK,23,BELANTEK,013/23/03,KAMPUNG GULAU,"SEKOLAH MENENGAH KEBANGSAAN GULAU, SIK",1,293,PAS,CIKGU UDA,160,UMNO,DATO' HJ. OTHMAN BIN DESA,119,,,,279,14,0
1053,KEDAH,2008,UNDI BIASA,013,SIK,23,BELANTEK,013/23/03,KAMPUNG GULAU,"SEKOLAH MENENGAH KEBANGSAAN GULAU, SIK",2,456,PAS,CIKGU UDA,239,UMNO,DATO' HJ. OTHMAN BIN DESA,206,,,,445,11,0
1054,KEDAH,2008,UNDI BIASA,013,SIK,23,BELANTEK,013/23/03,KAMPUNG GULAU,"SEKOLAH MENENGAH KEBANGSAAN GULAU, SIK",3,410,PAS,CIKGU UDA,240,UMNO,DATO' HJ. OTHMAN BIN DESA,166,,,,406,4,0
1055,KEDAH,2008,UNDI BIASA,013,SIK,23,BELANTEK,013/23/03,KAMPUNG GULAU,"SEKOLAH MENENGAH KEBANGSAAN GULAU, SIK",4,397,PAS,CIKGU UDA,276,UMNO,DATO' HJ. OTHMAN BIN DESA,116,,,,392,5,0
1056,KEDAH,2008,UNDI BIASA,013,SIK,23,BELANTEK,013/23/04,KUBANG KESOM,SEKOLAH KEBANGSAAN DANGLAU,1,306,PAS,CIKGU UDA,71,UMNO,DATO' HJ. OTHMAN BIN DESA,228,,,,299,7,0
1057,KEDAH,2008,UNDI BIASA,013,SIK,23,BELANTEK,013/23/04,KUBANG KESOM,SEKOLAH KEBANGSAAN DANGLAU,2,408,PAS,CIKGU UDA,95,UMNO,DATO' HJ. OTHMAN BIN DESA,307,,,,402,6,0
1058,KEDAH,2008,UNDI BIASA,013,SIK,23,BELANTEK,013/23/05,CHEPIR,SEKOLAH KEBANGSAAN CHEPIR,1,322,PAS,CIKGU UDA,220,UMNO,DATO' HJ. OTHMAN BIN DESA,98,,,,318,4,0
1059,KEDAH,2008,UNDI BIASA,013,SIK,23,BELANTEK,013/23/05,CHEPIR,SEKOLAH KEBANGSAAN CHEPIR,2,565,PAS,CIKGU UDA,399,UMNO,DATO' HJ. OTHMAN BIN DESA,159,,,,558,7,0
1060,KEDAH,2008,UNDI BIASA,013,SIK,23,BELANTEK,013/23/05,CHEPIR,SEKOLAH KEBANGSAAN CHEPIR,3,502,PAS,CIKGU UDA,380,UMNO,DATO' HJ. OTHMAN BIN DESA,121,,,,501,1,0
1061,KEDAH,2008,UNDI BIASA,013,SIK,23,BELANTEK,013/23/06,KAMPUNG CHONG,SEKOLAH KEBANGSAAN PAYA TERENDAM,1,289,PAS,CIKGU UDA,136,UMNO,DATO' HJ. OTHMAN BIN DESA,150,,,,286,3,0
1062,KEDAH,2008,UNDI BIASA,013,SIK,23,BELANTEK,013/23/06,KAMPUNG CHONG,SEKOLAH KEBANGSAAN PAYA TERENDAM,2,512,PAS,CIKGU UDA,241,UMNO,DATO' HJ. OTHMAN BIN DESA,256,,,,497,15,0
1063,KEDAH,2008,UNDI BIASA,013,SIK,23,BELANTEK,013/23/06,KAMPUNG CHONG,SEKOLAH KEBANGSAAN PAYA TERENDAM,3,506,PAS,CIKGU UDA,250,UMNO,DATO' HJ. OTHMAN BIN DESA,255,,,,505,1,0
1064,KEDAH,2008,UNDI BIASA,013,SIK,23,BELANTEK,013/23/06,KAMPUNG CHONG,SEKOLAH KEBANGSAAN PAYA TERENDAM,4,448,PAS,CIKGU UDA,224,UMNO,DATO' HJ. OTHMAN BIN DESA,216,,,,440,8,0
1065,KEDAH,2008,UNDI BIASA,013,SIK,23,BELANTEK,013/23/06,KAMPUNG CHONG,SEKOLAH KEBANGSAAN PAYA TERENDAM,5,441,PAS,CIKGU UDA,239,UMNO,DATO' HJ. OTHMAN BIN DESA,196,,,,435,6,0
